locusLinkId,name,Product,chrom,txStart,txEnd,Ref_Seq
445372,TRIM6-TRIM34,-,chr11,5574462,5622204,-
53840,TRIM34,-,chr11,5597750,5622204,-
117852,TRIMP1,-,chr11,5620988,5644198,-
85363,TRIM5,-,chr11,5641364,5662869,-
10346,TRIM22,-,chr11,5667664,5688669,-
81243,OR52U1P,-,chr11,5697096,5698072,-
81248,OR52P1P,-,chr11,5704308,5705267,-
387748,OR56B1,-,chr11,5714323,5715297,-
390072,OR52N4,-,chr11,5732547,5733512,-
390073,OR56B2P,-,chr11,5742968,5743852,-
390075,OR52N5,-,chr11,5755466,5756440,-
79473,OR52N1,-,chr11,5765660,5766622,-
81251,OR52N3P,-,chr11,5778170,5779127,-
390077,OR52N2,-,chr11,5798142,5799107,-
390078,OR52E6,-,chr11,5818762,5819703,-
390079,OR52E8,-,chr11,5834555,5835508,-
81264,OR52E7P,-,chr11,5851766,5852694,-
390081,OR52E4,-,chr11,5862099,5863037,-
390082,OR52E5,-,chr11,5878583,5879896,-
81246,OR52Q1P,-,chr11,5881441,5882284,-
390083,OR56A3,-,chr11,5925153,5926100,-
390084,LOC390084,-,chr11,5945359,5946300,-
338751,OR52L1,-,chr11,5963747,5964736,-
644030,LOC644030,-,chr11,5971680,5976658,-
120793,OR56A4,-,chr11,5979857,5980954,-
120796,OR56A1,-,chr11,6004554,6005510,-
81236,OR56A7P,-,chr11,6023616,6024553,-
79274,OR52L2P,-,chr11,6035125,6036036,-
79272,OR52X1P,-,chr11,6044619,6045598,-
196335,OR56B4,-,chr11,6085585,6086544,-
401675,OR56B3P,-,chr11,6106416,6107359,-
81274,OR52B1P,-,chr11,6129401,6130355,-
255725,OR52B2,-,chr11,6147161,6148132,-
120787,OR52W1,-,chr11,6177030,6177992,-
160298,C11orf42,-,chr11,6183374,6188938,-
84067,C11orf56,-,chr11,6189153,6212451,-
1262,CNGA4,-,chr11,6216910,6222235,-
887,CCKBR,-,chr11,6237542,6249932,-
112464,PRKCDBP,-,chr11,6296752,6298316,-
6609,SMPD1,-,chr11,6368231,6372802,-
322,APBB1,-,chr11,6372931,6397220,-
3263,HPX,-,chr11,6409017,6418769,-
10612,TRIM3,-,chr11,6426419,6451781,-
23647,ARFIP2,-,chr11,6453486,6459171,-
26515,FXC1,-,chr11,6459266,6461127,-
644169,LOC644169,-,chr11,6465987,6467183,-
283294,C11orf47,-,chr11,6475107,6498666,-
387750,CCDC35,-,chr11,6522355,6527654,-
728714,LOC728714,-,chr11,6541188,6541883,-
144132,DNHD1,-,chr11,6543911,6549825,-
23378,KIAA0409,-,chr11,6577728,6581387,-
3611,ILK,-,chr11,6581540,6588677,-
6881,TAF10,-,chr11,6588649,6590021,-
1200,TPP1,-,chr11,6590576,6597236,-
8642,DCHS1,-,chr11,6599134,6633656,-
63875,MRPL17,-,chr11,6659456,6661150,-
387751,GVIN1,-,chr11,6690941,6724226,-
338755,OR2AG2,-,chr11,6745814,6746764,-
144125,OR2AG1,-,chr11,6762845,6763795,-
8590,OR6A2,-,chr11,6772332,6773715,-
144124,OR10A5,-,chr11,6823490,6824443,-
341276,OR10A2,-,chr11,6847562,6848473,-
283297,OR10A4,-,chr11,6854455,6855402,-
120776,OR2D2,-,chr11,6869381,6870307,-
120775,OR2D3,-,chr11,6898809,6899801,-
7762,ZNF215,-,chr11,6904230,6935854,-
7761,ZNF214,-,chr11,6977125,6998117,-
338323,NALP14,-,chr11,7016373,7049333,-
27288,HNRNPG-T,-,chr11,7066859,7068955,-
143425,SYT9,-,chr11,7229757,7446849,-
283298,OLFML1,-,chr11,7463331,7489140,-
8495,PPFIBP2,-,chr11,7491626,7631558,-
51700,CYB5R2,-,chr11,7642909,7651397,-
341277,OVCH2,-,chr11,7669020,7684517,-
390091,OR10AB1P,-,chr11,7706523,7707460,-
81185,OR5P4P,-,chr11,7724113,7725032,-
79283,OR5P1P,-,chr11,7751016,7751937,-
120065,OR5P2,-,chr11,7774097,7775065,-
120066,OR5P3,-,chr11,7803160,7804095,-
26343,OR5E1P,-,chr11,7826823,7827755,-
390093,OR10A6,-,chr11,7905841,7906785,-
26496,OR10A3,-,chr11,7916699,7917643,-
338322,NALP10,-,chr11,7937732,7941635,-
8665,EIF3S5,-,chr11,7965443,7974294,-
7275,TUB,-,chr11,8016756,8084228,-
79608,RIC3,-,chr11,8087071,8147148,-
644497,LOC644497,-,chr11,8191335,8198927,-
4004,LMO1,-,chr11,8202433,8241982,-
65975,STK33,-,chr11,8369994,8572079,-
6157,RPL27A,-,chr11,8660881,8663971,-
619562,SNORA3,-,chr11,8662350,8662479,-
677826,SNORA45,-,chr11,8663562,8663692,-
6764,ST5,-,chr11,8671475,8889074,-
56672,C11orf17,-,chr11,8889277,8898202,-
56673,C11orf16,-,chr11,8898200,8911098,-
56676,ASCL3,-,chr11,8915695,8921156,-
56674,TMEM9B,-,chr11,8925416,8942565,-
56675,NRIP3,-,chr11,8960953,8982124,-
57758,SCUBE2,-,chr11,8998511,9069731,-
283102,FLJ46111,-,chr11,9072486,9074313,-
23258,RAB6IP1,-,chr11,9116948,9243447,-
440026,TMEM41B,-,chr11,9258777,9292872,-
10527,IPO7,-,chr11,9362780,9423651,-
677808,SNORA23,-,chr11,9406889,9407077,-
7702,ZNF143,-,chr11,9439089,9506188,-
7465,WEE1,-,chr11,9550916,9567874,-
440027,LOC440027,-,chr11,9584251,9584796,-
644691,LOC644691,-,chr11,9609225,9609446,-
387753,LOC387753,-,chr11,9633721,9639119,-
23075,SWAP70,-,chr11,9642204,9731084,-
283104,LOC283104,-,chr11,9736402,9738177,-
81846,SBF2,-,chr11,9756790,10272296,-
653503,LOC653503,-,chr11,10249337,10250411,-
133,ADM,-,chr11,10283218,10285499,-
272,AMPD3,-,chr11,10428800,10485702,-
50862,RNF141,-,chr11,10489801,10519350,-
10894,XLKD1,-,chr11,10535990,10546855,-
10335,MRVI1,-,chr11,10553869,10672111,-
9646,CTR9,-,chr11,10729379,10757866,-
1982,EIF4G2,-,chr11,10775177,10787047,-
58486,ZBED5,-,chr11,10830920,10836190,-
729013,LOC729013,-,chr11,10835840,10857399,-
374378,GALNTL4,-,chr11,11248999,11600128,-
283106,CSNK2A1P,-,chr11,11329897,11331480,-
55031,USP47,-,chr11,11819546,11937448,-
27122,DKK3,-,chr11,11941119,11987493,-
9645,MICAL2,-,chr11,12088714,12241908,-
729094,LOC729094,-,chr11,12249439,12265437,-
84953,MICALCL,-,chr11,12271946,12337267,-
55742,PARVA,-,chr11,12355679,12508921,-
7003,TEAD1,-,chr11,12742301,12922859,-
644943,LOC644943,-,chr11,12987272,12989223,-
406,ARNTL,-,chr11,13255901,13365389,-
84280,BTBD10,-,chr11,13366131,13441414,-
5741,PTH,-,chr11,13470177,13474143,-
644992,LOC644992,-,chr11,13588518,13588829,-
84188,MLSTD2,-,chr11,13646847,13710469,-
729147,LOC729147,-,chr11,13812798,13857652,-
10418,SPON1,-,chr11,13940814,14245926,-
22800,RRAS2,-,chr11,14256872,14337289,-
401676,LOC401676,-,chr11,14372023,14419846,-
1315,COPB1,-,chr11,14435629,14477974,-
5682,PSMA1,-,chr11,14482998,14621739,-
5140,PDE3B,-,chr11,14621907,14848926,-
326593,MORF4LP3,-,chr11,14650694,14653128,-
120227,CYP2R1,-,chr11,14856131,14870327,-
798,CALCP,-,chr11,14885622,14886122,-
796,CALCA,-,chr11,14944792,14950408,-
8583,OR7E41P,-,chr11,14965908,14966550,-
797,CALCB,-,chr11,15051722,15056753,-
440031,LOC440031,-,chr11,15051913,15052766,-
387755,INSC,-,chr11,15127230,15224198,-
55553,SOX6,-,chr11,15948371,16454494,-
729347,LOC729347,-,chr11,16461835,16462794,-
645210,LOC645210,-,chr11,16582138,16585766,-
10944,C11orf58,-,chr11,16716770,16734149,-
144100,PLEKHA7,-,chr11,16765786,16992535,-
729362,LOC729362,-,chr11,16952747,16953170,-
10819,OR7E14P,-,chr11,17030378,17031029,-
6207,RPS13,-,chr11,17052515,17055796,-
26822,SNORD14A,-,chr11,17052776,17052867,-
85388,SNORD14B,-,chr11,17053901,17053991,-
5286,PIK3C2A,-,chr11,17067861,17147864,-
91561,LOC91561,-,chr11,17205771,17207335,-
4925,NUCB2,-,chr11,17254888,17309646,-
374383,DKFZp686O24166,-,chr11,17329885,17355444,-
3767,KCNJ11,-,chr11,17363371,17366782,-
6833,ABCC8,-,chr11,17371009,17455025,-
10083,USH1C,-,chr11,17472018,17522539,-
340990,OTOG,-,chr11,17525496,17624067,-
4654,MYOD1,-,chr11,17697686,17700254,-
3746,KCNC1,-,chr11,17714116,17750753,-
26297,SERGEF,-,chr11,17766171,17991213,-
7166,TPH1,-,chr11,17999114,18018885,-
113174,SAAL1,-,chr11,18058466,18084193,-
6290,SAA3P,-,chr11,18090610,18094695,-
117195,MRGPRX3,-,chr11,18099078,18116603,-
645297,LOC645297,-,chr11,18118823,18132455,-
117196,MRGPRX4,-,chr11,18150960,18152401,-
645312,LOC645312,-,chr11,18167094,18167749,-
645319,LOC645319,-,chr11,18173477,18175471,-
494141,LOC494141,-,chr11,18187261,18189631,-
6291,SAA4,-,chr11,18209479,18214910,-
6289,SAA2,-,chr11,18223365,18226744,-
144106,FAM10A5,-,chr11,18240002,18241633,-
6288,SAA1,-,chr11,18244346,18248090,-
11234,HPS5,-,chr11,18256793,18300297,-
2965,GTF2H1,-,chr11,18300719,18345153,-
3939,LDHA,-,chr11,18372687,18385969,-
3948,LDHC,-,chr11,18390429,18429366,-
160287,LDHAL6A,-,chr11,18434007,18457723,-
7251,TSG101,-,chr11,18458434,18505065,-
55293,UEVLD,-,chr11,18509820,18566828,-
144108,SPTY2D1,-,chr11,18584524,18612596,-
144110,TMEM86A,-,chr11,18676927,18682908,-
283284,IGSF22,-,chr11,18682435,18704353,-
84867,PTPN5,-,chr11,18706051,18769965,-
441592,LOC441592,-,chr11,18841672,18842632,-
645397,LOC645397,-,chr11,18849696,18850070,-
390098,LOC390098,-,chr11,18865050,18866043,-
390099,LOC390099,-,chr11,18888554,18889519,-
259249,MRGPRX1,-,chr11,18904779,18913125,-
729352,LOC729352,-,chr11,18913108,18918200,-
645415,LOC645415,-,chr11,18928570,18936006,-
390101,LOC390101,-,chr11,18949859,18955193,-
117194,MRGPRX2,-,chr11,19032578,19038804,-
54503,ZDHHC13,-,chr11,19095268,19154543,-
8048,CSRP3,-,chr11,19160154,19180177,-
79733,E2F8,-,chr11,19202186,19219083,-
390102,LOC390102,-,chr11,19252295,19253391,-
89797,NAV2,-,chr11,19691488,20099723,-
120237,DBX1,-,chr11,20134336,20138446,-
10553,HTATIP2,-,chr11,20341924,20361904,-
10196,PRMT3,-,chr11,20365679,20487349,-
645490,LOC645490,-,chr11,20514431,20574743,-
9152,SLC6A5,-,chr11,20577522,20633039,-
4745,NELL1,-,chr11,20647712,21553577,-
203859,TMEM16E,-,chr11,22171298,22257975,-
57084,SLC17A6,-,chr11,22316243,22357619,-
2188,FANCF,-,chr11,22600655,22603963,-
2620,GAS2,-,chr11,22646230,22791123,-
258010,DKFZp313A2432,-,chr11,22797051,22807987,-
645581,LOC645581,-,chr11,22825053,22838543,-
645598,LOC645598,-,chr11,23381487,23384230,-
196188,LOC196188,-,chr11,23498624,23499324,-
338645,LUZP2,-,chr11,24475132,25060762,-
554234,LOC554234,-,chr11,25566488,25566989,-
645705,LOC645705,-,chr11,26024165,26024440,-
63982,TMEM16C,-,chr11,26309547,26641411,-
143662,MUC15,-,chr11,26538428,26550356,-
159963,SLC5A12,-,chr11,26669781,26700122,-
387758,LOC387758,-,chr11,26972204,26975210,-
8424,BBOX1,-,chr11,27019574,27105930,-
91057,CCDC34,-,chr11,27316637,27341371,-
55366,LGR4,-,chr11,27344084,27450869,-
55327,LIN7C,-,chr11,27472699,27484879,-
497258,BDNFOS,-,chr11,27484975,27655928,-
283114,LOC283114,-,chr11,27559742,27560232,-
627,BDNF,-,chr11,27633016,27699872,-
159770,LOC159770,-,chr11,27784093,27785428,-
3324,HSP90AA2,-,chr11,27866280,27869497,-
81930,KIF18A,-,chr11,27998742,28086223,-
693195,MIRN610,-,chr11,28034937,28035032,-
196074,METT5D1,-,chr11,28088435,28311519,-
403238,OR2BH1P,-,chr11,28964758,28965621,-
401677,LOC401677,-,chr11,29254077,29254571,-
729560,LOC729560,-,chr11,29314002,29569707,-
645846,LOC645846,-,chr11,29703887,29704688,-
3739,KCNA4,-,chr11,29988341,29995064,-
2488,FSHB,-,chr11,30209139,30213400,-
120534,C11orf46,-,chr11,30301225,30315741,-
744,MPPED2,-,chr11,30388347,30558616,-
196296,FLJ46154,-,chr11,30808501,31105788,-
341019,DCDC1,-,chr11,31240747,31347897,-
120528,CYCSP25,-,chr11,31258791,31259110,-
120526,ZCSL3,-,chr11,31347953,31410958,-
196294,IMMP1L,-,chr11,31410525,31487745,-
26610,ELP4,-,chr11,31487873,31761905,-
5080,PAX6,-,chr11,31767034,31789455,-
729605,LOC729605,-,chr11,31788122,31802251,-
5954,RCN1,-,chr11,32069267,32083653,-
729636,LOC729636,-,chr11,32309557,32312176,-
7490,WT1,-,chr11,32365901,32413663,-
51352,WIT1,-,chr11,32416251,32418212,-
10480,PCID1,-,chr11,32561967,32580595,-
493860,CCDC73,-,chr11,32580202,32772763,-
26513,RPL34P2,-,chr11,32736390,32736742,-
79056,PRRG4,-,chr11,32808065,32832700,-
729656,LOC729656,-,chr11,32870542,32871117,-
79832,QSER1,-,chr11,32904094,32971438,-
91614,DEPDC7,-,chr11,32994304,33011704,-
55346,TCP11L1,-,chr11,33017720,33051454,-
5280,PIGCP1,-,chr11,33054166,33054582,-
1479,CSTF3,-,chr11,33062706,33139613,-
338739,LOC338739,-,chr11,33139606,33168416,-
646077,LOC646077,-,chr11,33168341,33168499,-
390107,LOC390107,-,chr11,33215130,33215531,-
10114,HIPK3,-,chr11,33264531,33331690,-
120196,C11orf69,-,chr11,33650553,33652224,-
966,CD59,-,chr11,33681132,33714600,-
26273,FBXO3,-,chr11,33719066,33752647,-
646120,LOC646120,-,chr11,33765173,33765917,-
646130,LOC646130,-,chr11,33806898,33807542,-
4005,LMO2,-,chr11,33836698,33870412,-
4076,GPIAP1,-,chr11,34029806,34080733,-
55226,NAT10,-,chr11,34083725,34125033,-
25841,ABTB2,-,chr11,34129111,34335378,-
847,CAT,-,chr11,34417054,34450183,-
2001,ELF5,-,chr11,34456918,34491906,-
729710,LOC729710,-,chr11,34491546,34535956,-
26298,EHF,-,chr11,34599244,34639657,-
51074,APIP,-,chr11,34860421,34894484,-
8050,PDHX,-,chr11,34894741,34974095,-
960,CD44,-,chr11,35116993,35210525,-
6506,SLC1A2,-,chr11,35229329,35397372,-
729738,LOC729738,-,chr11,35259938,35264168,-
25891,DKFZP586H2123,-,chr11,35409950,35503752,-
24147,FJX1,-,chr11,35596631,35598989,-
54765,TRIM44,-,chr11,35640929,35786351,-
119722,LOC119722,-,chr11,35838370,35839673,-
143458,LDLRAD3,-,chr11,35922188,36209417,-
399879,C11orf55,-,chr11,36247410,36251485,-
29099,COMMD9,-,chr11,36252086,36267555,-
79899,FLJ14213,-,chr11,36354131,36443330,-
7189,TRAF6,-,chr11,36467302,36488398,-
5896,RAG1,-,chr11,36546139,36557877,-
5897,RAG2,-,chr11,36570069,36576362,-
119710,C11orf74,-,chr11,36572669,36637393,-
646388,LOC646388,-,chr11,40061887,40062096,-
57689,LRRC4C,-,chr11,40092329,40272240,-
387761,LOC387761,-,chr11,42165869,42232128,-
399881,LOC399881,-,chr11,43239630,43287404,-
8539,API5,-,chr11,43290109,43322655,-
55761,TTC17,-,chr11,43337067,43472078,-
729793,LOC729793,-,chr11,43444518,43445557,-
120449,LOC120449,-,chr11,43500102,43501393,-
406918,MIRN129-2,-,chr11,43559519,43559608,-
51144,HSD17B12,-,chr11,43658881,43834745,-
729798,LOC729798,-,chr11,43696790,43697309,-
221120,ALKBH3,-,chr11,43858971,43898389,-
729799,LOC729799,-,chr11,43875429,43878014,-
387763,LOC387763,-,chr11,43903468,43922578,-
390110,LOC390110,-,chr11,44026107,44038103,-
84680,PHACS,-,chr11,44044433,44062145,-
2132,EXT2,-,chr11,44073675,44223556,-
60529,ALX4,-,chr11,44242734,44288292,-
646535,LOC646535,-,chr11,44517905,44518819,-
3732,CD82,-,chr11,44543717,44597915,-
90139,TSPAN18,-,chr11,44837628,44909463,-
9537,TP53I11,-,chr11,44911163,44929010,-
56981,PRDM11,-,chr11,45072140,45203479,-
57586,SYT13,-,chr11,45218429,45264383,-
399886,FLJ41423,-,chr11,45349524,45366635,-
8534,CHST1,-,chr11,45627003,45643748,-
729901,LOC729901,-,chr11,45643603,45656575,-
55343,SLC35C1,-,chr11,45783912,45791143,-
1408,CRY2,-,chr11,45825605,45861372,-
9479,MAPK8IP1,-,chr11,45863778,45884592,-
143678,LOC143678,-,chr11,45884665,45885409,-
9409,PEX16,-,chr11,45887796,45896182,-
120071,GYLTL1B,-,chr11,45899772,45907223,-
646628,LOC646628,-,chr11,45900542,45900928,-
51317,PHF21A,-,chr11,45910693,46099561,-
401679,LOC401679,-,chr11,46098126,46121721,-
90993,CREB3L1,-,chr11,46256136,46299548,-
8525,DGKZ,-,chr11,46311315,46358680,-
4192,MDK,-,chr11,46359194,46361951,-
1132,CHRM4,-,chr11,46363216,46364683,-
55626,FLJ20294,-,chr11,46374540,46569490,-
646649,LOC646649,-,chr11,46571599,46572293,-
283254,C11orf77,-,chr11,46580987,46595353,-
9776,KIAA0652,-,chr11,46595703,46652644,-
392,ARHGAP1,-,chr11,46655206,46678696,-
79797,ZNF408,-,chr11,46678944,46684037,-
2147,F2,-,chr11,46697331,46717631,-
9793,CKAP5,-,chr11,46721660,46824419,-
4038,LRP4,-,chr11,46834995,46896749,-
79096,C11orf49,-,chr11,46914827,47142508,-
84364,ZNF289,-,chr11,47142428,47154995,-
29763,PACSIN3,-,chr11,47155654,47164534,-
1643,DDB2,-,chr11,47193089,47217339,-
53,ACP2,-,chr11,47217429,47226939,-
10062,NR1H3,-,chr11,47237309,47246972,-
8567,MADD,-,chr11,47247535,47308158,-
4607,MYBPC3,-,chr11,47309527,47330806,-
6688,SPI1,-,chr11,47332988,47356674,-
729949,LOC729949,-,chr11,47386277,47386960,-
91252,SLC39A13,-,chr11,47386758,47394623,-
5702,PSMC3,-,chr11,47396896,47404565,-
5913,RAPSN,-,chr11,47415891,47427306,-
10658,CUGBP1,-,chr11,47446521,47531264,-
55709,KBTBD4,-,chr11,47550326,47557101,-
4722,NDUFS3,-,chr11,47557208,47562690,-
399888,LOC399888,-,chr11,47564774,47567322,-
114900,C1QTNF4,-,chr11,47567792,47580516,-
23788,MTCH2,-,chr11,47595446,47620640,-
79841,AGBL2,-,chr11,47637719,47692878,-
23360,FNBP4,-,chr11,47694645,47745443,-
23279,NUP160,-,chr11,47756246,47826633,-
5795,PTPRJ,-,chr11,47958689,48146246,-
119765,OR4B1,-,chr11,48194938,48195867,-
26690,OR4B2P,-,chr11,48205557,48206459,-
119764,OR4X2,-,chr11,48223232,48224143,-
390113,OR4X1,-,chr11,48241989,48242906,-
256148,OR4S1,-,chr11,48284351,48285280,-
256144,OR4C3,-,chr11,48303069,48304058,-
79550,OR4C4P,-,chr11,48323441,48330590,-
79346,OR4C5,-,chr11,48343625,48344416,-
119750,OR4C2P,-,chr11,48398171,48399207,-
79526,OR4C10P,-,chr11,48410330,48411275,-
79530,OR4C9P,-,chr11,48442181,48443105,-
79528,OR4R1P,-,chr11,48464314,48465159,-
403253,OR4A47,-,chr11,48466921,48467850,-
403254,OR4A48P,-,chr11,48469849,48470622,-
403252,OR4A46P,-,chr11,48474446,48475386,-
390116,OR4A40P,-,chr11,48490448,48491391,-
390117,OR4A43P,-,chr11,48504192,48505102,-
403251,OR4A45P,-,chr11,48557564,48558479,-
403247,OR4A41P,-,chr11,48567867,48568818,-
403248,OR4A42P,-,chr11,48588191,48589124,-
403250,OR4A44P,-,chr11,48605608,48606588,-
646735,LOC646735,-,chr11,48878403,48880309,-
652419,LOC652419,-,chr11,48884065,48886922,-
120824,LOC120824,-,chr11,48953626,48959823,-
340970,LOC340970,-,chr11,48963996,48993957,-
283116,LOC283116,-,chr11,49005629,49016579,-
646749,LOC646749,-,chr11,49026396,49028287,-
646754,LOC646754,-,chr11,49031842,49037240,-
196346,LOC196346,-,chr11,49044223,49047435,-
646759,LOC646759,-,chr11,49060044,49061225,-
646770,LOC646770,-,chr11,49095138,49102698,-
2346,FOLH1,-,chr11,49124763,49186798,-
729960,LOC729960,-,chr11,49283893,49358028,-
7300,TYRL,-,chr11,49382829,49393997,-
653698,LOC653698,-,chr11,49410689,49412775,-
646774,LOC646774,-,chr11,49412628,49554668,-
440040,LOC440040,-,chr11,49554218,49788547,-
283257,LOC283257,-,chr11,49811265,49817448,-
387770,LOC387770,-,chr11,49822087,49852022,-
730035,LOC730035,-,chr11,49852113,49854942,-
8596,OR4A1P,-,chr11,49876406,49877314,-
403255,OR4A49P,-,chr11,49893240,49893671,-
81325,OR4A18P,-,chr11,49895618,49896505,-
81324,OR4A19P,-,chr11,49898539,49899441,-
81298,OR4R3P,-,chr11,49901178,49902015,-
283092,OR4C13,-,chr11,49930551,49931480,-
283093,OR4C12,-,chr11,49959684,49960613,-
646797,LOC646797,-,chr11,50034667,50108617,-
5262,PHKGL,-,chr11,50161500,50163505,-
646801,LOC646801,-,chr11,50183844,50185022,-
441601,LOC441601,-,chr11,50195575,50214199,-
646813,LOC646813,-,chr11,50214206,50338067,-
390131,OR4A6P,-,chr11,51250039,51251008,-
81318,OR4A5,-,chr11,51268024,51268971,-
81316,OR4A7P,-,chr11,51282496,51283405,-
81315,OR4A8P,-,chr11,51292035,51292979,-
390133,OR4A2P,-,chr11,51307645,51308557,-
81320,OR4A3P,-,chr11,51312405,51313275,-
390134,OR4A4P,-,chr11,51315263,51316189,-
81299,OR4R2P,-,chr11,51317902,51318758,-
79294,OR4C7P,-,chr11,51339903,51340827,-
119749,OR4C46,-,chr11,51371858,51372787,-
256190,OR4C50P,-,chr11,51383450,51384376,-
79097,TRIM48,-,chr11,54786234,54795171,-
440041,LOC440041,-,chr11,54815940,54822321,-
390136,OR4A11P,-,chr11,54842612,54843529,-
81331,OR4A12P,-,chr11,54849808,54850752,-
81327,OR4A16,-,chr11,54867253,54868239,-
81328,OR4A15,-,chr11,54891936,54892970,-
390137,OR4A9P,-,chr11,54912581,54913524,-
390138,OR4A10P,-,chr11,54956009,54956419,-
390139,OR4A17P,-,chr11,54968487,54969390,-
81330,OR4A13P,-,chr11,54990823,54991764,-
403256,OR4A50P,-,chr11,54999995,55000480,-
81329,OR4A14P,-,chr11,55001603,55002561,-
81322,OR4A21P,-,chr11,55015208,55016197,-
26242,OR4C1P,-,chr11,55033790,55034714,-
81310,OR4C14P,-,chr11,55061054,55061976,-
81309,OR4C15,-,chr11,55078359,55079471,-
219428,OR4C16,-,chr11,55096180,55097112,-
219429,OR4C11,-,chr11,55127493,55128425,-
81300,OR4P4,-,chr11,55162410,55163348,-
219431,OR4S2,-,chr11,55174956,55175891,-
219432,OR4C6,-,chr11,55189219,55190148,-
79534,OR4V1P,-,chr11,55197689,55198628,-
79308,OR4P1P,-,chr11,55207392,55208327,-
8595,OR5D2P,-,chr11,55239049,55239685,-
8594,OR5D3P,-,chr11,55250466,55251114,-
81196,OR5D17P,-,chr11,55279029,55280006,-
390142,OR5D13,-,chr11,55297490,55298434,-
81198,OR5D15P,-,chr11,55311017,55311958,-
219436,OR5D14,-,chr11,55319608,55320552,-
219437,OR5L1,-,chr11,55335519,55336454,-
219438,OR5D18,-,chr11,55343682,55344623,-
26338,OR5L2,-,chr11,55351271,55352206,-
390144,OR5D16,-,chr11,55362804,55363790,-
81153,OR9M1P,-,chr11,55379644,55380573,-
84767,SPRYD5,-,chr11,55410032,55415862,-
81182,OR5W1P,-,chr11,55427396,55428198,-
390148,OR5W2,-,chr11,55437702,55438634,-
10798,OR5I1,-,chr11,55459508,55460452,-
282769,OR10AF1P,-,chr11,55472171,55472975,-
403224,OR10AK1P,-,chr11,55481267,55481681,-
282770,OR10AG1,-,chr11,55491610,55492515,-
219445,OR7E5P,-,chr11,55503280,55503930,-
338674,OR5F1,-,chr11,55517733,55518677,-
81194,OR5F2P,-,chr11,55539069,55540009,-
219447,OR5AS1,-,chr11,55554471,55555445,-
81221,OR5AQ1P,-,chr11,55578417,55579352,-
401687,OR5J1P,-,chr11,55595163,55596098,-
81207,OR5BE1P,-,chr11,55606853,55607788,-
120586,OR8I2,-,chr11,55617360,55618292,-
403303,OR8I4P,-,chr11,55621296,55621436,-
390151,OR8H2,-,chr11,55629095,55630033,-
504181,OR5BN2P,-,chr11,55640691,55641308,-
390152,OR8H3,-,chr11,55646425,55647363,-
81204,OR5BN1P,-,chr11,55656718,55657546,-
81168,OR8J3,-,chr11,55660823,55661770,-
81166,OR8K4P,-,chr11,55666567,55667438,-
219453,OR8K5,-,chr11,55683446,55684369,-
403276,OR5J7P,-,chr11,55689552,55689973,-
282775,OR5J2,-,chr11,55700670,55701608,-
282776,OR8V1P,-,chr11,55712383,55713303,-
642890,LOC642890,-,chr11,55729173,55729676,-
81169,OR8J2P,-,chr11,55734908,55735872,-
219464,OR5T2,-,chr11,55756158,55757237,-
390154,OR5T3,-,chr11,55776252,55777274,-
390155,OR5T1,-,chr11,55799691,55800671,-
219469,OR8H1,-,chr11,55814179,55815114,-
79498,OR8I1P,-,chr11,55820592,55821522,-
219473,OR8K3,-,chr11,55842359,55843297,-
728097,LOC728097,-,chr11,55855923,55856540,-
79494,OR8K2P,-,chr11,55859194,55860120,-
390157,OR8K1,-,chr11,55870091,55871050,-
390158,LOC390158,-,chr11,55878778,55882273,-
219477,OR8J1,-,chr11,55884299,55885249,-
504189,OR8U8,-,chr11,55899676,55900635,-
81164,OR8L1P,-,chr11,55905687,55906641,-
79476,OR5AL2P,-,chr11,55917781,55918700,-
79482,OR5AL1P,-,chr11,55936748,55937732,-
219479,OR5R1,-,chr11,55941310,55942284,-
79518,OR5M4P,-,chr11,55972720,55973644,-
390162,OR5M9,-,chr11,55986521,55987453,-
219482,OR5M3,-,chr11,55993626,55994549,-
79523,OR5M2P,-,chr11,56003543,56004478,-
219484,OR5M8,-,chr11,56014487,56015422,-
79508,OR5M7P,-,chr11,56024351,56025322,-
79512,OR5M6P,-,chr11,56036286,56037222,-
390166,OR5M5P,-,chr11,56050619,56051554,-
219487,OR5M11,-,chr11,56066392,56067309,-
390167,OR5M10,-,chr11,56100826,56101773,-
81187,OR5M13P,-,chr11,56121559,56122046,-
390168,OR5M1,-,chr11,56136607,56137554,-
81226,OR5AM1P,-,chr11,56143798,56144862,-
81188,OR5M12P,-,chr11,56152984,56153951,-
81223,OR5AP1P,-,chr11,56157215,56158154,-
338675,OR5AP2,-,chr11,56165541,56166491,-
219493,OR5AR1,-,chr11,56187738,56188670,-
81336,OR2AH1P,-,chr11,56193072,56193996,-
642975,LOC642975,-,chr11,56214270,56215740,-
390174,OR9G1,-,chr11,56224440,56225357,-
81159,OR9G3P,-,chr11,56264231,56265144,-
283189,OR9G4,-,chr11,56266880,56267863,-
81160,OR9G2P,-,chr11,56275049,56276036,-
8591,OR5G1P,-,chr11,56299338,56300258,-
81192,OR5G4P,-,chr11,56314173,56315153,-
81191,OR5G5P,-,chr11,56325911,56326846,-
81193,OR5G3P,-,chr11,56343631,56344598,-
643181,LOC643181,-,chr11,56414659,56450518,-
81228,OR5AK3P,-,chr11,56495101,56496027,-
390181,OR5AK2,-,chr11,56512965,56513894,-
81230,OR5AK1P,-,chr11,56542142,56543069,-
81202,OR5BQ1P,-,chr11,56553438,56553773,-
