3-beta-hydroxysteroid dehydrogenase, type II, deficiency	3-beta-hydroxysteroid dehydrogenase
Diabetes mellitus, insulin-dependent, 18	Diabetes mellitus
Diabetes mellitus, insulin-dependent, 2	Diabetes mellitus
Diabetes mellitus, insulin-dependent, 3	Diabetes mellitus
Diabetes mellitus, insulin-dependent, 4	Diabetes mellitus
Diabetes mellitus, insulin-dependent, 5	Diabetes mellitus
Diabetes mellitus, insulin-dependent, 6	Diabetes mellitus
Diabetes mellitus, insulin-dependent, 7	Diabetes mellitus
Diabetes mellitus, insulin-dependent, 8	Diabetes mellitus
Diabetes mellitus, insulin-dependent, X-linked	Diabetes mellitus
Diabetes mellitus, insulin-dependent-1	Diabetes mellitus
Diabetes mellitus, insulin-resistant, with acanthosis nigricans	Diabetes mellitus
Diabetes mellitus, insulin-resistant, with acanthosis nigricans and hypertension	Diabetes mellitus
Diabetes mellitus, neonatal-onset	Diabetes mellitus
Diabetes mellitus, non-insulin dependent, 1	Diabetes mellitus
Diabetes mellitus, noninsulin-dependent	Diabetes mellitus
Diabetes mellitus, noninsulin-dependent, 2	Diabetes mellitus
Diabetes mellitus, rare form	Diabetes mellitus
Diabetes mellitus, transient neonatal	Diabetes mellitus
Diabetes mellitus, type II, susceptibility to	Diabetes mellitus
Diastrophic dysplasia, broad bone-platyspondylic variant	Diastrophic dysplasia
Diphtheria, susceptibility to	Diphtheria
Dopamine-beta-hydroxylase activity levels, plasma	Dopamine-beta-hydroxylase activity levels
Drug addiction, susceptibility to	Drug addiction
Duane retraction syndrome 2	Duane retraction syndrome
Dysautonomia, familial	Dysautonomia
Dyserythropoietic anemia with thrombocytopenia, 300367Macrothrombocytopenia	Dyserythropoietic anemia with thrombocytopenia
Dyserythropoietic anemia, congenital, type III	Dyserythropoietic anemia
Dysfibrinogenemia, alpha type, causing bleeding diathesis	Dysfibrinogenemia
Dysfibrinogenemia, alpha type, causing recurrent thrombosis	Dysfibrinogenemia
Dysfibrinogenemia, beta type	Dysfibrinogenemia
Dysfibrinogenemia, gamma type	Dysfibrinogenemia
Dyskeratosis congenita, autosomal dominant	Dyskeratosis congenita
Dyskeratosis congenita-1	Dyskeratosis congenita
Dyskeratosis, hereditary benign intraepithelial	Dyskeratosis
Dyslexia, specific, 2	Dyslexia
Dyslexia, specific, 3	Dyslexia
Dyslexia, specific, 5	Dyslexia
Dyslexia-1	Dyslexia
Dyssegmental dysplasia, Silverman-Handmaker type	Dyssegmental dysplasia
Dystonia, DOPA-responsive	Dystonia
Dystonia, early-onset atypical, with myoclonic features	Dystonia
Dystonia, myoclonic	Dystonia
Dystonia, primary cervical	Dystonia
Dystonia-1, torsion	Dystonia
Dystonia-12	Dystonia
Dystonia-3, torsion, with parkinsonism, Filipino type	Dystonia
Dystonia-6, torsion	Dystonia
Dystonia-7, torsion	Dystonia
EBD, Bart type	EBD
EBD, localisata variant	EBD
Earwax, wet/dry	Earwax
Ectodermal dysplasia 2, hidrotic	Ectodermal dysplasia
Ectodermal dysplasia, Margarita Island type	Ectodermal dysplasia
Ectodermal dysplasia, anhidrotic, lymphedema and immunodeficiency	Ectodermal dysplasia
Ectodermal dysplasia, hypohidrotic, autosomal dominant	Ectodermal dysplasia
Ectodermal dysplasia, hypohidrotic, autosomal recessive	Ectodermal dysplasia
Ectodermal dysplasia, hypohidrotic, with immune deficiency	Ectodermal dysplasia
Ectodermal dysplasia-1, anhidrotic	Ectodermal dysplasia
Ectopia lentis, familial	Ectopia lentis
Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	Ectrodactyly
Ectrodactyly, ectodermal dysplasia, cleft lip/palate-2	Ectrodactyly
Ehlers-Danlos syndrome, progeroid form	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type I	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type II	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type III	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type IV	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type VI	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type VII	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type VIIA2	Ehlers-Danlos syndrome
Ehlers-Danlos syndrome, type VIIC	Ehlers-Danlos syndrome
Elliptocytosis, Malaysian-Melanesian type	Elliptocytosis
Elliptocytosis-1	Elliptocytosis
Elliptocytosis-2	Elliptocytosis
Elliptocytosis-3	Elliptocytosis
Emery-Dreifuss muscular dystrophy, AD	Emery-Dreifuss muscular dystrophy
Emery-Dreifuss muscular dystrophy, AR	Emery-Dreifuss muscular dystrophy
Encephalopathy, familial, with neuroserpin inclusion bodies	Encephalopathy
Encephalopathy, progressive mitochondrial, with proximal renal tubulopathy due to cytochrome c oxidase deficiency	Encephalopathy
Enchondromatosis, Ollier type	Enchondromatosis
Endocardial fibroelastosis-2	Endocardial fibroelastosis
Enuresis, nocturnal, 1	Enuresis
Enuresis, nocturnal, 2	Enuresis
Eosinophilia, familial	Eosinophilia
Epidermolysis bullosa dystrophica, AD	Epidermolysis bullosa dystrophica
Epidermolysis bullosa dystrophica, AR	Epidermolysis bullosa dystrophica
Epidermolysis bullosa inversa, junctional	Epidermolysis bullosa inversa
Epidermolysis bullosa simplex, Koebner, Dowling-Meara, and Weber-Cockayne types, 131900, 131760	Epidermolysis bullosa simplex
Epidermolysis bullosa simplex, Ogna type	Epidermolysis bullosa simplex
Epidermolysis bullosa simplex, recessive	Epidermolysis bullosa simplex
Epidermolysis bullosa, Herlitz junctional type	Epidermolysis bullosa
Epidermolysis bullosa, generalized atrophic benign	Epidermolysis bullosa
Epidermolysis bullosa, junctional, Herlitz type	Epidermolysis bullosa
Epidermolysis bullosa, junctional, with pyloric atresia	Epidermolysis bullosa
Epidermolysis bullosa, junctional, with pyloric stenosis	Epidermolysis bullosa
Epidermolysis bullosa, pretibial	Epidermolysis bullosa
Epilepsy, benign neonatal, type 2	Epilepsy
Epilepsy, benign, neonatal, type 1	Epilepsy
Epilepsy, childhood absence	Epilepsy
Epilepsy, childhood absence, 1	Epilepsy
Epilepsy, female restricted, with mental retardation	Epilepsy
Epilepsy, generalized idiopathic	Epilepsy
Epilepsy, generalized, idiopathic	Epilepsy
Epilepsy, generalized, with febrile seizures plus	Epilepsy
Epilepsy, generalized, with febrile seizures plus, type 2	Epilepsy
Epilepsy, idiopathic generalized, susceptibility to	Epilepsy
Epilepsy, juvenile absence	Epilepsy
Epilepsy, juvenile myoclonic	Epilepsy
Epilepsy, myoclonic, Lafora type	Epilepsy
Epilepsy, myoclonic, benign adult familial	Epilepsy
Epilepsy, myoclonic, infantile	Epilepsy
Epilepsy, nocturnal frontal lobe, 1	Epilepsy
Epilepsy, nocturnal frontal lobe, 3	Epilepsy
Epilepsy, nocturnal frontal lobe, type 2	Epilepsy
Epilepsy, partial, with auditory features	Epilepsy
Epilepsy, partial, with pericentral spikes	Epilepsy
Epilepsy, partial, with variable foci	Epilepsy
Epilepsy, progressive myoclonic 1	Epilepsy
Epilepsy, progressive, with mental retardation	Epilepsy
Epilepsy, pyridoxine-dependent	Epilepsy
Epiphyseal dysplasia, multiple	Epiphyseal dysplasia
Epiphyseal dysplasia, multiple 1	Epiphyseal dysplasia
Epiphyseal dysplasia, multiple, 3	Epiphyseal dysplasia
Epiphyseal dysplasia, multiple, 5	Epiphyseal dysplasia
Epiphyseal dysplasia, multiple, COL9A1-related	Epiphyseal dysplasia
Epiphyseal dysplasia, multiple, type 2	Epiphyseal dysplasia
Epiphyseal dysplasia, multiple, with myopathy	Epiphyseal dysplasia
Epiphyseal dysplasia, multiple, with myopia and deafness	Epiphyseal dysplasia
Episodic ataxia, type 2	Episodic ataxia
Episodic muscle weakness, X-linked	Episodic muscle weakness
Epithelioma, self-healing, squamous 1, Ferguson-Smith type	Epithelioma
Erythermalgia, primary	Erythermalgia
Erythremias, alpha-	Erythremias
Erythremias, beta-	Erythremias
Erythrocytosis, familial	Erythrocytosis
Erythrokeratoderma, progressive symmetric	Erythrokeratoderma
Esophageal carcinoma, somatic	Esophageal carcinoma
Exostoses, multiple, type 1	Exostoses
Exostoses, multiple, type 2	Exostoses
Exostoses, multiple, type 3	Exostoses
Exudative vitreoretinopathy, X-linked	Exudative vitreoretinopathy
Exudative vitreoretinopathy-3	Exudative vitreoretinopathy
Eye anomalies, multiplex	Eye anomalies
Eye color, brown	Eye color
FG syndrome 4	FG syndrome
Fanconi anemia, complementation group A	Fanconi anemia
Fanconi anemia, complementation group B	Fanconi anemia
Fanconi anemia, complementation group C	Fanconi anemia
Fanconi anemia, complementation group D1	Fanconi anemia
Fanconi anemia, complementation group D2	Fanconi anemia
Fanconi anemia, complementation group E	Fanconi anemia
Fanconi anemia, complementation group F	Fanconi anemia
Fanconi anemia, complementation group G	Fanconi anemia
Fatty liver, acute, of pregnancy	Fatty liver
Fibrocalculous pancreatic diabetes, susceptibility to	Fibrocalculous pancreatic diabetes
Fibromatosis, gingival	Fibromatosis
Fibromatosis, gingival, 2	Fibromatosis
Fibrosis of extraocular muscles, congenital, 1	Fibrosis of extraocular muscles
Fibrosis of extraocular muscles, congenital, 2	Fibrosis of extraocular muscles
Fibrosis of extraocular muscles, congenital, 3	Fibrosis of extraocular muscles
Fibrosis of extraocular muscles, congenital, 3A	Fibrosis of extraocular muscles
Fibrosis, congenital, of vertically acting extraocular muscles	Fibrosis
Fluorouracil toxicity, sensitivity to	Fluorouracil toxicity
Focal cortical dysplasia, Taylor balloon cell type	Focal cortical dysplasia
Foveal hypoplasia, isolated	Foveal hypoplasia
Foveomacular dystrophy, adult-onset, with choroidal neovascularization	Foveomacular dystrophy
GM2-gangliosidosis, AB variant	GM2-gangliosidosis
GM2-gangliosidosis, several forms	GM2-gangliosidosis
Gamma-glutamyltransferase, familial high serum	Gamma-glutamyltransferase
Gastric cancer, familial diffuse	Gastric cancer
Gastric cancer, somatic	Gastric cancer
Gaucher disease, variant form	Gaucher disease
Gaze palsy, horizontal, with progressive scoliosis	Gaze palsy
Giant axonal neuropathy-1	Giant axonal neuropathy
Giant cell hepatitis, neonatal	Giant cell hepatitis
Giant platelet disorder, isolated	Giant platelet disorder
Glanzmann thrombasthenia, type A	Glanzmann thrombasthenia
Glanzmann thrombasthenia, type B	Glanzmann thrombasthenia
Glaucoma 1A, primary open angle, juvenile-onset	Glaucoma 1A
Glaucoma 1A, primary open angle, recessive	Glaucoma 1A
Glaucoma 1B, primary open angle, adult onset	Glaucoma 1B
Glaucoma 1C, primary open angle	Glaucoma 1C
Glaucoma 1D, primary open angle	Glaucoma 1D
Glaucoma 1E, primary open angle, adult-onset	Glaucoma 1E
Glaucoma 3, primary infantile, B	Glaucoma
Glaucoma 3A, primary congenital	Glaucoma 3A
Glaucoma, early-onset, digenic	Glaucoma
Glaucoma, normal tension, susceptibility to	Glaucoma
Glioblastoma multiforme, somatic	Glioblastoma multiforme
Glioblastoma, early-onset	Glioblastoma
Glioblastoma, somatic	Glioblastoma
Glioblastoma, susceptibility to	Glioblastoma
Gliosis, familial progressive subcortical	Gliosis
Glomerulocystic kidney disease, hypoplastic	Glomerulocystic kidney disease
Glomerulopathy, fibronectin	Glomerulopathy
Glomerulosclerosis, focal segmental, 1	Glomerulosclerosis
Glomerulosclerosis, focal segmental, 2	Glomerulosclerosis
Glucocorticoid deficiency 2	Glucocorticoid deficiency
Glucocorticoid deficiency, due to ACTH unresponsiveness	Glucocorticoid deficiency
Glucose transport defect, blood-brain barrier	Glucose transport defect
Glutaricaciduria, type I	Glutaricaciduria
Glutaricaciduria, type IIA	Glutaricaciduria
Glutaricaciduria, type IIB	Glutaricaciduria
Glutaricaciduria, type IIC	Glutaricaciduria
Gluten-sensitive enteropathy, susceptibility to	Gluten-sensitive enteropathy
Glycogen storage disease, type 0	Glycogen storage disease
Glycogenosis, X-linked hepatic, type I	Glycogenosis
Glycogenosis, X-linked hepatic, type II	Glycogenosis
Glycogenosis, hepatic, autosomal	Glycogenosis
Goiter, adolescent multinodular	Goiter
Goiter, congenital	Goiter
Goiter, familial, due to TTF-1 defect	Goiter
Goiter, multinodular, 1	Goiter
Goiter, multinodular, 2	Goiter
Goiter, multinodular, 3	Goiter
Goiter, nonendemic, simple	Goiter
Gonadal dysgenesis, 46XY, partial, with minifascicular neuropathy	Gonadal dysgenesis
Gonadal dysgenesis, XY female type	Gonadal dysgenesis
Gonadal dysgenesis, XY type	Gonadal dysgenesis
Graves disease, susceptibility to, 2	Graves disease
Graves disease, susceptibility to, 3	Graves disease
Graves disease, susceptibility to, X-linked	Graves disease
Griscelli syndrome, type 1	Griscelli syndrome
Griscelli syndrome, type 2	Griscelli syndrome
Gynecomastia, familial, due to increased aromatase activity	Gynecomastia
Gyrate atrophy of choroid and retina with ornithinemia, B6 responsive or unresponsive	Gyrate atrophy of choroid and retina with ornithinemia
H. pylori infection, susceptibility to	H. pylori infection
HDL cholesterol level QTL 1	HDL cholesterol level QTL
HDL deficiency, familial	HDL deficiency
HDL response to hormone replacement, augmented	HDL response to hormone replacement
HELLP syndrome, maternal, of pregnancy	HELLP syndrome
HIV infection, susceptibility/resistance to	HIV infection
HIV infection, susceptibility/resistence to	HIV infection
HIV-1 disease, delayed progression of	HIV-1 disease
HIV-1 disease, rapid progression of	HIV-1 disease
HPFH, deletion type	HPFH
HPFH, nondeletion type A	HPFH
HPFH, nondeletion type G	HPFH
Hair color, brown	Hair color
Hair color, red	Hair color
Hearing loss, low-frequency sensorineural	Hearing loss
Heart block, nonprogressive	Heart block
Heart block, progressive familial, type I	Heart block
Heart block, progressive, type I	Heart block
Heinz body anemias, alpha-	Heinz body anemias
Heinz body anemias, beta-	Heinz body anemias
Hemangioblastoma, cerebellar, somatic	Hemangioblastoma
Hemangioma, capillary infantile	Hemangioma
Hemangioma, capillary infantile, somatic	Hemangioma
Hematopoiesis, cyclic	Hematopoiesis
Hematuria, familial benign	Hematuria
Hemiplegic migraine, familial	Hemiplegic migraine
Hemochromatosis, juvenile	Hemochromatosis
Hemochromatosis, type 2A	Hemochromatosis
Hemochromatosis, type 3	Hemochromatosis
Hemochromatosis, type 4	Hemochromatosis
Hemophagocytic lymphohistiocytosis, familial, 1	Hemophagocytic lymphohistiocytosis
Hemophagocytic lymphohistiocytosis, familial, 2	Hemophagocytic lymphohistiocytosis
Hemosiderosis, systemic, due to aceruloplasminemia	Hemosiderosis
Hepatic failure, early onset, and neurologic disorder	Hepatic failure
Hepatocellular carcinoma, childhood type	Hepatocellular carcinoma
Hereditary hemorrhagic telangiectasia-1	Hereditary hemorrhagic telangiectasia
Hereditary hemorrhagic telangiectasia-2	Hereditary hemorrhagic telangiectasia
Hereditary persistence of fetal hemoglobin, heterocellular	Hereditary persistence of fetal hemoglobin
Heterocellular hereditary persistence of fetal hemoglobin, Swiss type	Heterocellular hereditary persistence of fetal hemoglobin
Heterotaxy, X-linked visceral	Heterotaxy
Heterotaxy, visceral	Heterotaxy
Heterotopia, periventricular	Heterotopia
Hip dysplasia, Beukes type	Hip dysplasia
Hirschsprung disease, cardiac defects, and autonomic dysfunction	Hirschsprung disease
Hirschsprung disease, short-segment, 2	Hirschsprung disease
Hirschsprung disease, short-segment, 3	Hirschsprung disease
Hirschsprung disease-2	Hirschsprung disease
Hodgkin disease susceptibility, pseudoautosomal	Hodgkin disease susceptibility
Holoprosencephaly-1	Holoprosencephaly
Holoprosencephaly-2	Holoprosencephaly
Holoprosencephaly-3	Holoprosencephaly
Holoprosencephaly-4	Holoprosencephaly
Holoprosencephaly-5	Holoprosencephaly
Holoprosencephaly-6	Holoprosencephaly
Holoprosencephaly-7	Holoprosencephaly
Homocystinuria, B6-responsive and nonresponsive types	Homocystinuria
Homocystinuria-megaloblastic anemia, cbl E type	Homocystinuria-megaloblastic anemia
Homosexuality, male	Homosexuality
Huntington disease-like 1	Huntington disease-like
Huntington disease-like 2	Huntington disease-like
Huntington disease-like 3	Huntington disease-like
Hydrops fetalis, one form	Hydrops fetalis
Hyperaldosteronism, familial, type II	Hyperaldosteronism
Hyperbilirubinemia, familial transcient neonatal	Hyperbilirubinemia
Hypercalciuria, absorptive	Hypercalciuria
Hypercalciuria, absorptive, susceptibility to	Hypercalciuria
Hypercalciuric hypercalcemia, type III	Hypercalciuric hypercalcemia
Hypercholesterolemia, due to ligand-defective apo B	Hypercholesterolemia
Hypercholesterolemia, familial	Hypercholesterolemia
Hypercholesterolemia, familial, 3	Hypercholesterolemia
Hypercholesterolemia, familial, autosomal recessive	Hypercholesterolemia
Hypercholesterolemia, familial, modification of	Hypercholesterolemia
Hyperinsulinism, familial	Hyperinsulinism
Hyperlipidemia, combined, 2	Hyperlipidemia
Hyperlipidemia, familial combined, 1	Hyperlipidemia
Hyperlipoproteinemia, type III	Hyperlipoproteinemia
Hyperlipoproteinemia, type Ib	Hyperlipoproteinemia
Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	Hypermethioninemia
Hyperostosis, endosteal	Hyperostosis
Hyperoxaluria, primary, type 1	Hyperoxaluria
Hyperoxaluria, primary, type II	Hyperoxaluria
Hyperparathyroidism, AD	Hyperparathyroidism
Hyperparathyroidism, familial primary	Hyperparathyroidism
Hyperparathyroidism, neonatal	Hyperparathyroidism
Hyperphenylalaninemia, mild	Hyperphenylalaninemia
Hyperprolinemia, type I	Hyperprolinemia
Hyperprolinemia, type II	Hyperprolinemia
Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy	Hypertension
Hypertension, essential	Hypertension
Hypertension, essential, salt-sensitive	Hypertension
Hypertension, essential, susceptibility to	Hypertension
Hypertension, essential, susceptibility to, 1	Hypertension
Hypertension, essential, susceptibility to, 2	Hypertension
Hypertension, mild low-renin	Hypertension
Hypertension, susceptibility to	Hypertension
Hyperthroidism, congenital	Hyperthroidism
Hyperthyroidism, congenital	Hyperthyroidism
Hypertrichosis, congenital generalized	Hypertrichosis
Hypertriglyceridemia, one form	Hypertriglyceridemia
Hypertriglyceridemia, susceptibility to	Hypertriglyceridemia
Hypertrypsinemia, neonatal	Hypertrypsinemia
Hyperuricemic nephropathy, familial juvenile	Hyperuricemic nephropathy
Hypoaldosteronism, congenital, due to CMO I deficiency	Hypoaldosteronism
Hypoaldosteronism, congenital, due to CMO II deficiency	Hypoaldosteronism
Hypoalphalipoproteinemia, primary	Hypoalphalipoproteinemia
Hypobetalipoproteinemia, familial, 2	Hypobetalipoproteinemia
Hypocalcemia, autosomal dominant	Hypocalcemia
Hypocalcemia, autosomal dominant, with Bartter syndrome	Hypocalcemia
Hypocalciuric hypercalcemia, type I	Hypocalciuric hypercalcemia
Hypocalciuric hypercalcemia, type II	Hypocalciuric hypercalcemia
Hypoceruloplasminemia, hereditary	Hypoceruloplasminemia
Hypodontia, autosomal dominant	Hypodontia
Hypodontia, autosomal recessive	Hypodontia
Hypofibrinogenemia, gamma type	Hypofibrinogenemia
Hypogonadism, hypergonadotropic	Hypogonadism
Hypolactasia, adult type	Hypolactasia
Hypomagnesemia, primary	Hypomagnesemia
Hypomagnesemia-2, renal	Hypomagnesemia
Hypomyelination, congenital	Hypomyelination
Hypoparathyroidism, X-linked	Hypoparathyroidism
Hypoparathyroidism, autosomal dominant	Hypoparathyroidism
Hypoparathyroidism, autosomal recessive	Hypoparathyroidism
Hypoparathyroidism, familial	Hypoparathyroidism
Hypoparathyroidism, sensorineural deafness, and renal dysplasia	Hypoparathyroidism
Hypophosphatasia, adult	Hypophosphatasia
Hypophosphatasia, childhood	Hypophosphatasia
Hypophosphatasia, infantile	Hypophosphatasia
Hypophosphatemia, hereditary	Hypophosphatemia
Hypophosphatemia, type III	Hypophosphatemia
Hypophosphatemic rickets, autosomal dominant	Hypophosphatemic rickets
Hypothyroidism, congenital	Hypothyroidism
Hypothyroidism, congenital, due to DUOX2 deficiency	Hypothyroidism
Hypothyroidism, congenital, due to TSH resistance	Hypothyroidism
Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia	Hypothyroidism
Hypothyroidism, hereditary congenital	Hypothyroidism
Hypothyroidism, nongoitrous	Hypothyroidism
Hypothyroidism, subclinical	Hypothyroidism
Hypotrichosis, Marie Unna type	Hypotrichosis
Hypotrichosis, congential, with juvenile macular dystrophy	Hypotrichosis
Hypouricemia, renal	Hypouricemia
Ichthyosiform erythroderma, congenital	Ichthyosiform erythroderma
Ichthyosiform erythroderma, congenital, nonbullous, 1	Ichthyosiform erythroderma
Ichthyosis histrix, Curth-Macklin type	Ichthyosis histrix
Ichthyosis, X-linked	Ichthyosis
Ichthyosis, cyclic, with epidermolytic hyperkeratosis	Ichthyosis
Ichthyosis, lamellar, 5	Ichthyosis
Ichthyosis, lamellar, autosomal recessive	Ichthyosis
Ichthyosis, lamellar, type 2	Ichthyosis
Ichthyosis, lamellar, type 3	Ichthyosis
Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis	Ichthyosis
Ichthyosis, nonlamellar and nonerythrodermic, congenital	Ichthyosis
IgG receptor I, phagocytic, familial deficiency of	IgG receptor I
IgG2 deficiency, selective	IgG2 deficiency
Immunodeficiency with hyper-IgM, type 2	Immunodeficiency with hyper-IgM
Immunodeficiency with hyper-IgM, type 3	Immunodeficiency with hyper-IgM
Immunodeficiency, T-cell receptor/CD3 complex	Immunodeficiency
Immunodeficiency, X-linked, with hyper-IgM	Immunodeficiency
Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked	Immunodysregulation
Inclusion body myopathy, autosomal recessive	Inclusion body myopathy
Inclusion body myopathy-3	Inclusion body myopathy
Incontinentia pigmenti, type II	Incontinentia pigmenti
Infantile spasm syndrome, X-linked	Infantile spasm syndrome
Inflammatory bowel disease-2	Inflammatory bowel disease
Inflammatory bowel disease-3	Inflammatory bowel disease
Inflammatory bowel disease-4	Inflammatory bowel disease
Inflammatory bowel disease-5	Inflammatory bowel disease
Inflammatory bowel disease-6	Inflammatory bowel disease
Inflammatory bowel disease-7	Inflammatory bowel disease
Inflammatory bowel disease-8	Inflammatory bowel disease
Insensitivity to pain, congenital, with anhidrosis	Insensitivity to pain
Insomnia, fatal familial	Insomnia
Insulin resistance, severe, digenic	Insulin resistance
Insulin resistance, susceptibility to	Insulin resistance
Interferon, alpha, deficiency	Interferon
Interferon, immune, deficiency	Interferon
Interleukin-2 receptor, alpha chain, deficiency of	Interleukin-2 receptor
Intervertebral disc disease, susceptibility to	Intervertebral disc disease
Intestinal pseudoobstruction, neuronal, X-linked	Intestinal pseudoobstruction
Iridogoniodysgenesis syndrome-2	Iridogoniodysgenesis syndrome
Iron deficiency anemia, susceptibility to	Iron deficiency anemia
Iron overload, autosomal dominant	Iron overload
Isolated growth hormone deficiency, Illig type with absent GH and Kowarski type with bioinactive GH	Isolated growth hormone deficiency
Joubert syndrome-1	Joubert syndrome
Kallmann syndrome 2	Kallmann syndrome
Kaposi sarcoma, susceptibility to	Kaposi sarcoma
Kenny-Caffey syndrome-1	Kenny-Caffey syndrome
Keratoderma, palmoplantar, with deafness	Keratoderma
Larsen syndrome, autosomal dominant	Larsen syndrome
Lead poisoning, susceptibility to	Lead poisoning
Leber congenital amaurosis, type I	Leber congenital amaurosis
Leber congenital amaurosis-2	Leber congenital amaurosis
Left ventricular noncompaction, familial isolated	Left ventricular noncompaction
Leigh syndrome, French-Canadian type	Leigh syndrome
Leigh syndrome, due to COX deficiency	Leigh syndrome
Leiomyomatosis, diffuse, with Alport syndrome	Leiomyomatosis
Leprosy, paucibacillary type, susceptibility to	Leprosy
Leprosy, susceptibility to	Leprosy
Leukemia, Philadelphia chromosome-positive, resistant to imatinib	Leukemia
Leukemia, T-cell acute lymphoblastic	Leukemia
Leukemia, T-cell acute lymphoblastoid	Leukemia
Leukemia, T-cell acute lymphocytic	Leukemia
Leukemia, acute T-cell	Leukemia
Leukemia, acute T-cell lymphoblastic	Leukemia
Leukemia, acute lymphoblastic	Leukemia
Leukemia, acute myeloblastic	Leukemia
Leukemia, acute myelogenous	Leukemia
Leukemia, acute myeloid	Leukemia
Leukemia, acute myeloid, M2 type	Leukemia
Leukemia, acute myeloid, reduced survival in	Leukemia
Leukemia, acute myeloid, therapy-related	Leukemia
Leukemia, acute myeloid, with eosinophilia	Leukemia
Leukemia, acute myelomonocytic	Leukemia
Leukemia, acute nonlymphocytic	Leukemia
Leukemia, acute pre-B-cell	Leukemia
Leukemia, acute promyelocytic	Leukemia
Leukemia, acute promyelocytic, NPM/RARA type	Leukemia
Leukemia, acute promyelocytic, NUMA/RARA type	Leukemia
Leukemia, acute promyelocytic, PL2F/RARA type	Leukemia
Leukemia, acute promyelocytic, PML/RARA type	Leukemia
Leukemia, acute promyeloyctic, STAT5B/RARA type	Leukemia
Leukemia, chronic lymphatic, susceptibility to	Leukemia
Leukemia, chronic lymphocytic, B-cell	Leukemia
Leukemia, chronic myeloid, Leukemia, acute lymphocytic	Leukemia
Leukemia, juvenile myelomonocytic	Leukemia
Leukemia, lymphycytic, acute T-cell	Leukemia
Leukemia, megakaryoglastic, of Down syndrome	Leukemia
Leukemia, myeloid	Leukemia
Leukemia, myeloid, acute	Leukemia
Leukemia, myeloid/lymphoid or mixed-lineage	Leukemia
Leukemia, post-chemotherapy, susceptibility to	Leukemia
Leukemia, transient, of Down syndrome	Leukemia
Leukemia-1, T-cell acute lymphocytic	Leukemia
Leukemia-2, T-cell acute lymphoblastic	Leukemia
Leukemia/lymphoma, B-cell, 1	Leukemia/lymphoma
Leukemia/lymphoma, B-cell, 2	Leukemia/lymphoma
Leukemia/lymphoma, B-cell, 3	Leukemia/lymphoma
Leukemia/lymphoma, T-cell	Leukemia/lymphoma
Leydig cell adenoma, with precocious puberty	Leydig cell adenoma
Lipodystrophy, familial partial	Lipodystrophy
Lipodystrophy, familial partial, with decreased subcutaneous fat of face and neck	Lipodystrophy
Lipoma, sporadic	Lipoma
Lipomatosis, mutiple	Lipomatosis
Lissencephaly syndrome, Norman-Roberts type	Lissencephaly syndrome
Lissencephaly, X-linked	Lissencephaly
Lissencephaly, X-linked with ambiguous genitalia	Lissencephaly
Lissencephaly-1	Lissencephaly
Listeria monocytogenes, susceptibility to	Listeria monocytogenes
Liver disease, susceptibility to, from hepatotoxins or viruses	Liver disease
Long QT syndrome 4	Long QT syndrome
Long QT syndrome-1	Long QT syndrome
Long QT syndrome-2	Long QT syndrome
Long QT syndrome-3	Long QT syndrome
Long QT syndrome-5	Long QT syndrome
Long QT syndrome-6	Long QT syndrome
Long QT syndrome-7	Long QT syndrome
Low renin hypertension, susceptibility to	Low renin hypertension
Lower motor neuron disease, progressive, without sensory symptoms	Lower motor neuron disease
Lupus erythematosus, susceptibility to	Lupus erythematosus
Lupus erythematosus, systemic, susceptibility	Lupus erythematosus
Lupus nephritis, susceptibility to	Lupus nephritis
Lymphangioleiomyomatosis, somatic	Lymphangioleiomyomatosis
Lymphedema, hereditary I	Lymphedema
Lymphedema, hereditary II	Lymphedema
Lymphocytic leukemia, acute T-cell	Lymphocytic leukemia
Lymphoma, B-cell	Lymphoma
Lymphoma, B-cell non-Hodgkin, somatic	Lymphoma
Lymphoma, MALT	Lymphoma
Lymphoma, T-cell	Lymphoma
Lymphoma, diffuse large B-cell	Lymphoma
Lymphoma, diffuse large cell	Lymphoma
Lymphoma, follicular	Lymphoma
Lymphoma, mantle cell	Lymphoma
Lymphoma, non-Hodgkin	Lymphoma
Lymphoma, progression of	Lymphoma
Lymphoma, somatic	Lymphoma
Lymphoma/leukemia, B-cell, variant	Lymphoma/leukemia
Lymphoproliferative syndrome, X-linked	Lymphoproliferative syndrome
MHC class II deficiency, complementation group A	MHC class II deficiency
MHC class II deficiency, complementation group B	MHC class II deficiency
MODY, one form	MODY
MODY, type I	MODY
MODY, type II	MODY
MODY, type III	MODY
